Timestamp,Closing Price,SMA,Trend
2025-03-21 19:55:00,217.8,217.71,Sideways
2025-03-21 19:50:00,217.7019,217.71,Sideways
2025-03-21 19:45:00,217.78,217.71,Sideways
2025-03-21 19:40:00,217.64,217.71,Sideways
2025-03-21 19:35:00,217.64,217.71,Sideways
2025-03-21 19:30:00,217.6597,217.71,Sideways
2025-03-21 19:25:00,217.7001,217.71,Sideways
2025-03-21 19:20:00,217.7,217.71,Sideways
2025-03-21 19:15:00,217.778,217.71,Sideways
2025-03-21 19:10:00,217.71,217.71,Sideways
